Province,District,Sub-district,Vaccination site,Address,Open days per week,Type
Western Cape,Cape Town MM,CT Eastern SD,CCT Sarepta Clinic,"Rietvlei Street, Sarepta, Kuilsrivier",5 days,Public
Western Cape,Cape Town MM,CT Southern SD,False Bay Hospital,17th Avenue,5 days,Public
Western Cape,Cape Town MM,CT Southern SD,Dominican Grimley School Hall,Cnr Valley & Park Avenue,5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Garden Village Hall Somerset West,"Community Centre, Gum Str, Garden Village, Somerset West",5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,Disa Hall Tygerberg Hospital,"Tygerberg Hospital, Francie van Zijl Avenue",5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,Delft CHC,1 Delft Main Road Delft,5 days,Public
Western Cape,Cape Town MM,CT Western SD,CTICC Vaccination Centre of Hope,1 Lower Long Street,5 days,Public
Western Cape,Cape Town MM,CT Mitch Plain SD,Crossroads Hall,"Gwayi Street, Lower Crossroads, Cape Town, 7750",5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,CPUT Bellville,"Symphony Way (off Robert Sobukwe Road), 7530",5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Charles Morkel Hall,"Philip Mostert Street (off Church Street), Strand, 7139",5 days,Public
Western Cape,Cape Town MM,CT Southern SD,DP Marais Hospital,Cnr Main And White Road Retreat,5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Helderberg Hospital,"Cnr of Lourensford Avenue & Hospital Road, Somerset West, 7130",5 days,Public
Western Cape,Cape Town MM,CT Khayelitsha SD,Khayelitsha (Site B) CHC,Lwandle Road,5 days,Public
Western Cape,Cape Town MM,CT Klipfontein SD,Kewtown New Apostolic Church,"65A Eland St, Kewtown, Cape Town, 7764",5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,CCT Sir Lowry's Pass CDC,"Cnr Nolan & Brinkhuis Str, Sir Lowry'S Pass",5 days,Public
Western Cape,Cape Town MM,CT Western SD,Kensington CDC,"6Th Avenue, Kensington, 7405",5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,Karl Bremer Hospital,"Corner of Mike Pienaar Boulevard and Frans Conradie Drive, Bellville",5 days,Public
Western Cape,Cape Town MM,CT Mitch Plain SD,Inzama Zabantu CDC,"2498 Ngqawa Str, Browns Farm, Cape Town, 7750",5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,Elsies River CHC,"C/O 29Th Avenue and Halt Road, Elsies River",5 days,Public
Western Cape,Cape Town MM,CT Western SD,Hope Street Dental,Hope Street,5 days,Public
Western Cape,Cape Town MM,CT Khayelitsha SD,Khayelitsha Hospital,"Corner of Steve Biko and Walter Sisulu Drive, Khayelitsha",5 days,Public
Western Cape,Cape Town MM,CT Klipfontein SD,Heideveld CHC,"221A Heideveld Road, Heideveld, Cape Town, 7764",5 days,Public
Western Cape,Cape Town MM,CT Klipfontein SD,Hanover Park CDC,"Cnr Hanlyn Walk And Hanover Park Avenue, hanover park, cape town, 7782",5 days,Public
Western Cape,Cape Town MM,CT Western SD,Du Noon CHC,"Cnr of Winning & McClaren Rd, Du Noon, 7441",5 days,Public
Western Cape,Cape Town MM,CT Mitch Plain SD,CCT Tafelsig Thusong Centre,Cnr Kilimanjaro and Pyrenees Streets,5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Gustrouw CDC,"89 Hassan Khan Avenue, Strand, 7139",5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,Goodwood Hall,"Mcdonald St, Goodwood, Cape Town, 7466",5 days,Public
Western Cape,Cape Town MM,CT Klipfontein SD,Ikhwezi Community Hall,178 Steve Biko Street,5 days,Public
Western Cape,Cape Winelands DM,Stellenbosch LM,Kylemore Clinic,"19 Skool Street, Kylemore, 7600",5 days,Public
Western Cape,Central Karoo DM,Beaufort West LM,Nieuveldpark Clinic,"Zerostreet, Nieuveldpark",5 days,Public
Western Cape,Central Karoo DM,Beaufort West LM,Kwamandlenkosi Clinic,"Plaza Road, Kwamandlenkosi, Beaufort West",5 days,Public
Western Cape,Central Karoo DM,Beaufort West LM,Beaufort West CDC,"C/O David & Van Schalkwyk Street, Beaufort West",5 days,Public
Western Cape,Central Karoo DM,Beaufort West LM,Hillside Clinic,"Plein Street, Hillside",5 days,Public
Western Cape,Cape Winelands DM,Witzenberg LM,Ceres Hospital,"C/O Theron and Rivierkant Street, Ceres, 6835",5 days,Public
Western Cape,Cape Winelands DM,Langeberg LM,Zolani Clinic,"Building Street (Opposite Saps), Zolani, Ashton",5 days,Public
Western Cape,Cape Winelands DM,Stellenbosch LM,Don and Pat Bilton Clinic,"5 Pajora Way, Jamestown",5 days,Public
Western Cape,Central Karoo DM,Prince Albert LM,Prince Albert Clinic,Lower Mark Street,5 days,Public
Western Cape,Cape Winelands DM,Stellenbosch LM,Idas Valley Clinic,"Helshoogte Road, Idas Valley",5 days,Public
Western Cape,Cape Winelands DM,Stellenbosch LM,Kayamandi Clinic,"56 Bassi Street, Kayamandi",5 days,Public
Western Cape,Cape Winelands DM,Stellenbosch LM,Cloetesville CDC,"Cnr Tenant Street And Bell Street, Stellenbosch",5 days,Public
Western Cape,Cape Winelands DM,Langeberg LM,Callie de Wet Hall,8 Kerk Street,5 days,Public
Western Cape,Cape Winelands DM,Langeberg LM,McGregor Clinic,"Tindal Street (Next To The Public Library), Mcgregor",5 days,Public
Western Cape,Cape Winelands DM,Langeberg LM,Montagu Clinic,"4 Park Street, Bergsig, Montagu",5 days,Public
Western Cape,Cape Winelands DM,Stellenbosch LM,Van Der Stel Sports Grounds,"Bergzicht Street, Stellenbosch Central, 7600",5 days,Public
Western Cape,Garden Route DM,George LM,George Mobile 1,,5 days,Public
Western Cape,Overberg DM,Theewaterskloof LM,Grabouw CHC,"Ou Kaapse Weg, Grabouw",5 days,Public
Western Cape,Overberg DM,Overstrand LM,Hermanus Auditorium,"Harmony Avenue, Hermanus",5 days,Public
Western Cape,Garden Route DM,Oudtshoorn LM,Oudtshoorn Clinic,31 Adderley Street 6620,5 days,Public
Western Cape,Garden Route DM,Oudtshoorn LM,Toekomsrust Community Hall,15h Avenue,5 days,Public
Western Cape,Garden Route DM,Knysna LM,Knysna Town Hall,Queen Street,5 days,Public
Western Cape,Garden Route DM,Knysna LM,Knysna CDC,10640 Joodsekamp Corncodia Road Knysna,5 days,Public
Western Cape,Central Karoo DM,Beaufort West LM,Murraysburg Clinic,"1 Pienaar Street, P.O Box 318, Murraysburg",5 days,Public
Western Cape,Garden Route DM,George LM,Pacaltsdorp Clinic,33 Mission Street,5 days,Public
Western Cape,Central Karoo DM,Laingsburg LM,Laingsburg Clinic,"Voortrekker Street, Laingsburg, 6900",5 days,Public
Western Cape,Garden Route DM,George LM,Uniondale Hospital,3 Hospital Street,5 days,Public
Western Cape,Garden Route DM,George LM,George Central Clinic,C/O Progress And Gale Street George 6529,5 days,Public
Western Cape,Garden Route DM,George LM,Thembalethu CDC,Ngcakani Street Thembalethu George,5 days,Public
Western Cape,Garden Route DM,George LM,Harry Comay TB Hospital,Sandkraal Road George Industria,5 days,Public
Western Cape,Garden Route DM,Bitou LM,Plettenberg Bay Clinic,Marine Drive Plettenberg Bay,5 days,Public
Western Cape,Cape Winelands DM,Langeberg LM,Cogmanskloof Clinic,"C/O Jakaranda and Carnation Avenue, Ashton",5 days,Public
Western Cape,Garden Route DM,Hessequa LM,Riversdale Civic Centre,Corner of van den Berg Street and Heidelberg Road,5 days,Public
Western Cape,Cape Town MM,CT Khayelitsha SD,Andile MsiziCommunity Hall,"C/O Bangiso and Sigwela Road, Site B, Khayelitsha",5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,CCT Ikhwezi CDC,"3 Simon Str, Nomzamo, Strand 7140",5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,CCT Eerste River Clinic,C/O Bobsway & Beverley Road Eerste River,5 days,Public
Western Cape,Cape Town MM,CT Northern SD,CCT Brackenfell Hall,"Cnr Old Paarl Road & Paradys St, Brackenfell, Cape Town, 7560",5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,CCT Adriaanse Clinic,"40 Th Avenue, Clarke Estate, Elsies River",5 days,Public
Western Cape,Cape Town MM,CT Western SD,Brooklyn Chest Hospital,"Stanberry Street, Ysterplaat 7425",5 days,Public
Western Cape,Cape Town MM,CT Northern SD,Bothasig CDC,"C/O Swellengrebel & De Grendel Road, Bothasig",5 days,Public
Western Cape,Cape Town MM,CT Southern SD,CCT Ocean View Civic Centre,Carina Close,5 days,Public
Western Cape,Cape Town MM,CT Mitch Plain SD,Beaconvale Frail Care Centre,"Cnr Rambler and Pontiac Road, Beacon Valley, Mitchell's Plain, 7802",5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Gouda Clinic,"Roos Street, Gouda",5 days,Public
Western Cape,Cape Town MM,CT Western SD,Alexandra Hospital,"Cnr of Alexandra & Annex Rd, Maitland",5 days,Public
Western Cape,Cape Town MM,CT Western SD,4 Dorp Street City Centre,4 Dorp Street,5 days,Public
Western Cape,Cape Winelands DM,Breede Valley LM,Sandhills Clinic,"Water Affairs, Sandhills, 6854",5 days,Public
Western Cape,Cape Winelands DM,Breede Valley LM,Orchard Clinic,"Modderdrift Avenue, Orchard, 6870",5 days,Public
Western Cape,Cape Winelands DM,Breede Valley LM,Touws River Clinic,"Wes Street, Touwsrivier, 6880",5 days,Public
Western Cape,Cape Winelands DM,Breede Valley LM,Worcester Town Hall,93 High Street,5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,Bishop Lavis CDC,"C/O Bishop Lavis and Lenton Drive, Bishop Lavis",5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Phola Park Clinic,"Bukanani Street, Mbekweni",5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Thusong Centre Phola Park,"Msobomvu Street, Mbekweni, Paarl, 7626",5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Mbekweni Community Hall,43 Mphakalasi,5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Windmeul Clinic,"Vryguns Road, Paarl",5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Wellington CDC,"Dr Abduraghman Rd, Van Wyksvlei, Wellington, 7655",5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Soetendal Clinic,"Hermon Road, Wellington",5 days,Public
Western Cape,Cape Town MM,CT Khayelitsha SD,CCT Kuyasa Public Library,Walter Sisulu Rd,5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Saron Clinic,"Hoofweg, Saron",5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Dalvale Clinic,"Symphony Avenue, Groenheuwel",5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Patriot Plein Clinic,"Patriot Square, New Derksen Street, Paarl, 7646",5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Nieuwedrift Clinic,"R45, Boland Wynkelder Road, Paarl North",5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Klein Drakenstein Clinic,"Keerweerder Street, Paarl East",5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Huis McCrone Clinic,"Schwartz Street, Wellington",5 days,Public
Western Cape,Cape Winelands DM,Breede Valley LM,Rawsonville Clinic,"Uit Street, De Nova, Rawsonville, 6845",5 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,Simondium Clinic,"R45, Watergat Pad, Simondium",5 days,Public
Western Cape,Cape Town MM,CT Mitch Plain SD,Mitchells Plain CHC,"First Avenue, Beacon Valley, Cape Town, 7785",6 days,Public
Western Cape,Cape Winelands DM,Drakenstein LM,TC Newman CDC,Cnr Rosary And Broadway School Paarl,6 days,Public
Western Cape,Cape Town MM,CT Klipfontein SD,Gugulethu CHC,"Cnr of Bishop’s Court ( NY 3) and (NY 77), Thembalethu",6 days,Public
Northern Cape,Frances Baard DM,Sol Plaatje LM,Clicks Pharmacy North Cape Mall,Memorial Road,5 days,Clicks (Private)
Northern Cape,J T Gaetsewe DM,Gamagara LM,Clicks Pharmacy Kathu,Hendrik Van Eck Road,5 days,Clicks (Private)
Northern Cape,Frances Baard DM,Sol Plaatje LM,Diamond Pavilion Clicks Pharmacy,"Shop 5, Diamond Pavilion Centre,CNR Oliver & Macdougal Roads, Monument Heights",5 days,Clicks (Private)
Northern Cape,Namakwa DM,Nama Khoi LM,Clicks Pharmacy Springbok,Voortrekker & Uitspan Streets,5 days,Clicks (Private)
Northern Cape,ZF Mgcawu DM,Dawid Kruiper LM,Clicks Pharmacy Kalahari Mall,Kalahari Mall,5 days,Clicks (Private)
Northern Cape,ZF Mgcawu DM,Dawid Kruiper LM,Dis-Chem Kalahari Mall Pharmacy,Van Riebeeck Street,6 days,Dis-Chem (Private)
Northern Cape,ZF Mgcawu DM,Dawid Kruiper LM,Mediclinic Upington,Cnr 4th Avenue and du Toit Street,5 days,Mediclinic (Private)
Northern Cape,Frances Baard DM,Sol Plaatje LM,Mediclinic Gariep Hospital,112 Mac Dougall Street,5 days,Mediclinic (Private)
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Kai !Garib LM,Keimoes Apteek,"41A Main Rd, Keimoes, 8860",5 days,The Local Choice (Private)
Northern Cape,Frances Baard DM,Dikgatlong LM,Prof ZK Matthews Hospital,4515 North Street,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Frances Baard DM,Magareng LM,Warrenton CHC,Hospital Street,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Frances Baard DM,Phokwane LM,GANSPAN CLINIC,Andalusia Street 1 Jan Kempdorp,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Frances Baard DM,Phokwane LM,Hartswater (Connie Vorster) Hospital,1 Hospital Street,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Frances Baard DM,Phokwane LM,VALSPAN CLINIC,283 Korope Street Jan Kempdorp,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Frances Baard DM,Sol Plaatje LM,Galeshewe Day Hospital,21 Tyson Road Galeshewe Kimberley,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Frances Baard DM,Sol Plaatje LM,Harmony Home (Robert Mangaliso Sobukwe Hospital Outreach),Aristotle Ave,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Frances Baard DM,Sol Plaatje LM,Northern Cape Specialised Psychiatric Hospital,Portion 84 Bultfontein Farm. Number 80 on R31. Barkley Road,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Frances Baard DM,Sol Plaatje LM,Ritchie Clinic Outreach 1 - Rietvale Community Hall,391 Ritchie Street,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Frances Baard DM,Sol Plaatje LM,Riverton Satellite Clinic,,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Frances Baard DM,Sol Plaatje LM,West End Specialised TB Hospital,"121 Green Street West End, Galashewe",Monday to Friday | 08:00 - 15:00,Public
Northern Cape,J T Gaetsewe DM,Gamagara LM,Olifantshoek CHC,Korrannabergweg No.09,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,J T Gaetsewe DM,Ga-Segonyana LM,Kuruman Hospital,"1 Main Road, Kuruman",Monday to Friday | 08:00 - 15:00,Public
Northern Cape,J T Gaetsewe DM,Ga-Segonyana LM,Tshwaragano Hospital,"Main Tsineng Road, Batlharo, 8460",Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Namakwa DM,Hantam LM,Calvinia Clinic,Le Roux Street Calvinia,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Namakwa DM,Khâi-Ma LM,Pofadder CHC,Springbok Street Pofadder,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Namakwa DM,Nama Khoi LM,Springbok Community Hall,Koperberg Street,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Namakwa DM,Richtersveld LM,Martha Griffiths CHC,Soutpans Road Port Nolloth,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Pixley ka Seme DM,Emthanjeni LM,De Aar (Central Karoo) Hospital,van der Merwe street,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Pixley ka Seme DM,Siyancuma LM,Douglas (Hester Malan) CHC,Bowker Street Douglas,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Pixley ka Seme DM,Siyathemba LM,Prieska (Bill Pickard) Hospital,Coetzee Street,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Pixley ka Seme DM,Ubuntu LM,Victoria West Clinic,Voortrekker Road Victoria West,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,Pixley ka Seme DM,Umsobomvu LM,Manne Dipico (Colesberg) Hospital,Station Road,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,ZF Mgcawu DM,Dawid Kruiper LM,Upington Clinic,Schroder Street 52 Upington,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,ZF Mgcawu DM,Kai !Garib LM,Kakamas Hospital,Hoffmeyer Avenue,Monday to Friday | 08:00 - 15:00,Public
Northern Cape,ZF Mgcawu DM,Tsantsabane LM,Postmasburg Hospital,1 End Street,Monday to Friday | 08:00 - 15:00,Public
North West,Dr K Kaunda DM,JB Marks LM,Clicks Pharmacy Potchefstroom,Church Street,5 days,Clicks (Private)
North West,Ngaka Modiri Molema DM,Mahikeng LM,Clicks Pharmacy Mafikeng Crossing,"Shop 15 Mafikeng Crossing Shopping Centre C/O Nelson Mandela Drive and Sekona Drive, Mahikeng, 2745",5 days,Clicks (Private)
North West,Ngaka Modiri Molema DM,Ditsobotla LM,Clicks Pharmacy Lichtenburg Mall,"Shop 14, Lichtenburg Mall Nelson Mandela Blvd, Lichtenburg",5 days,Clicks (Private)
North West,Bojanala Platinum DM,Rustenburg LM,Clicks Pharmacy Waterfall Mall,Cashen Ext 12,5 days,Clicks (Private)
North West,Ruth Segomotsi Mompati DM,Naledi LM,Clicks Pharmacy Vryburg,Market Street,5 days,Clicks (Private)
North West,Bojanala Platinum DM,Madibeng LM,Clicks Pharmacy Lethlabile Mall,"Shop 5 & 7A, Lethlabile Mall, C/O Main Britz and Osaletdeng Streets",5 days,Clicks (Private)
North West,Ngaka Modiri Molema DM,Mahikeng LM,Clinix Victoria Prv Hosp,Victoria Road,6 days,Clinix (Private)
North West,Dr K Kaunda DM,City of Matlosana LM,Dis-Chem Klerksdorp Pharmacy,1 Brother Patrick Road,6 days,Dis-Chem (Private)
North West,Bojanala Platinum DM,Madibeng LM,Dis-Chem Hartbeespoort Pharmacy,Cnr R511 & Tielman Street,6 days,Dis-Chem (Private)
North West,Bojanala Platinum DM,Rustenburg LM,Pharmlife Boitekong,Tlou Street,6 days,ICPA (Private)
North West,Bojanala Platinum DM,Rustenburg LM,Life Peglerae Hosp,173 Beyers Naude Drive,5 days,Life Healthcare (Private)
North West,Bojanala Platinum DM,Madibeng LM,Mediclinic Brits Hosp,8 Church Street,5 days,Mediclinic (Private)
North West,Dr K Kaunda DM,JB Marks LM,Mediclinic Potchefstroom,66 Meyer Street,5 days,Mediclinic (Private)
North West,Bojanala Platinum DM,Rustenburg,Black Mode Pharmacy,"Shop 5, Ropec Building, 20 Fatima Bhayat St, Rustenburg, 0299",5 days,The Local Choice (Private)
North West,Bojanala Platinum DM,Kgetleng,Koster Hospital,Noord Street,6 days,Public
North West,Bojanala Platinum DM,Kgetleng,Swartruggens CHC,"Cnr. Nelson Mandela & Lindlyspoort Road, Swartruggens",6 days,Public
North West,Bojanala Platinum DM,Madibeng,Bapong CHC,Ee167 Skoolplaas Section Bapong Brits,6 days,Public
North West,Bojanala Platinum DM,Madibeng,Brits Hospital,Cnr Hedrick Verwoerd & Van Velden,6 days,Public
North West,Bojanala Platinum DM,Moretele,Mathibestad CHC,"Stand No 3042, Machidi Section, Mathibestad",6 days,Public
North West,Bojanala Platinum DM,Moses Kotane,Madikwe Clinic,1140 Marutlhare Street Madikwe,6 days,Public
North West,Bojanala Platinum DM,Moses Kotane,Moses Kotane Hospital,Stand 00004 Lekwadi Section,6 days,Public
North West,Bojanala Platinum DM,Rustenburg,Bafokeng CHC,"Phokeng Village, next To Royal Palace",6 days,Public
North West,Bojanala Platinum DM,Rustenburg,Boitekong CHC,"Stand 15975, Extension 13",6 days,Public
North West,Bojanala Platinum DM,Rustenburg,Job Shimankana Tabane Hospital,"Cnr Bosch &, Heystek St, Rustenburg, 0299",6 days,Public
North West,Dr K Kaunda DM,City of Matlosana LM,Delekile Khoza Clinic,2405 Freedom Street Tigane,6 days,Public
North West,Dr K Kaunda DM,City of Matlosana LM,Grace Mokgomo CHC,Katleho And Khumalo Corner Street,6 days,Public
North West,Dr K Kaunda DM,City of Matlosana LM,Westvaal Hospital,Hospital Road,6 days,Public
North West,Dr K Kaunda DM,JB Marks,Ventersdorp CHC,19 Grens Street,6 days,Public
North West,Dr K Kaunda DM,JB Marks,Witrand Hospital,2 Deppe Street Dassierand,6 days,Public
North West,Dr K Kaunda DM,JB Marks LM,Boiki Thlapi CHC,14453 Rata Street Ikageng Potchefstroom,6 days,Public
North West,Dr K Kaunda DM,Maquassi Hills LM,Tswelelang 2 CHC,1365 Tambo Twelelang Location Wolmaranstad,6 days,Public
North West,Dr K Kaunda DM,Maqwassie hills,Leeudoringstad CHC,"63 Smuts Street, Leeudoringstad, 2640",6 days,Public
North West,Dr K Kaunda DM,Maqwassie Hills,Nic Bodenstein Hospital,Corner of Van Rensberg and Van Riebeek Street,6 days,Public
North West,Dr K Kaunda DM,Matlosana,Botshabelo CHC,5707 Lekoma Street,6 days,Public
North West,Dr K Kaunda DM,Matlosana,Klerksdorp/Tshepong Hospital,Corner of Church street and John Orr Street,6 days,Public
North West,Dr K Kaunda DM,Matlosana,N12 CHC,,6 days,Public
North West,Ngaka Modiri Molema DM,Disobotla,Gelukspan Hospital,Gelukspan Mafikeng Road Gelukspan Farm,6 days,Public
North West,Ngaka Modiri Molema DM,Disobotla,Itsoseng,,6 days,Public
North West,Ngaka Modiri Molema DM,Mahikeng,Mafikeng Provincial Hospital,Lichtenburg Road,6 days,Public
North West,Ngaka Modiri Molema DM,Mahikeng,Ramatlabama CHC,Nearer Lutheran Church/ Tlhabo Ya Letsatsi Crèche,6 days,Public
North West,Ngaka Modiri Molema DM,Ramotshele Moiloa,Lehurutshe Hospital,Lucas Manope Highway,6 days,Public
North West,Ngaka Modiri Molema DM,Ramotshele Moiloa,Zeerust Hospital,Cnr Hooge & Midden St,6 days,Public
North West,Ngaka Modiri Molema DM,Ratlou,Ratlou CHC,Ratlou Chc Next To Batlhaping Primary School,6 days,Public
North West,Ngaka Modiri Molema DM,Tswaing,Delareyville CHC,Town Delareyville,6 days,Public
North West,Ngaka Modiri Molema DM,Tswaing,Gen de la Rey Hospital,"Thabo Mbeki Dr, Lichtenburg, 2740",6 days,Public
North West,Ngaka Modiri Molema DM,Tswaing LM,Ottosdal CHC,"32 Le Roux Street, Ottosdal",6 days,Public
North West,Ruth Segomotsi Mompati DM,Greater Taung LM,Taung Hospital,"Stand 2936, Magistrate Road, 0743",6 days,Public
North West,Ruth Segomotsi Mompati DM,Kagisano-Molopo LM,Ganyesa Hospital,Tosca Road,6 days,Public
North West,Ruth Segomotsi Mompati DM,Mamusa,Bloemhof CHC,26 Tullekin Street Bloemhof,6 days,Public
North West,Ruth Segomotsi Mompati DM,Mamusa,Christiana Hospital,1 Pretorius Street,6 days,Public
North West,Ruth Segomotsi Mompati DM,Mamusa LM,Schweizer-Reneke Hospital,1 Hospital Street,6 days,Public
North West,Ruth Segomotsi Mompati DM,Naledi,Joe Morolong Memorial,506 Warren Way,6 days,Public
North West,Ruth Segomotsi Mompati DM,Naledi,Stella CHC,"549 Stella Street,Stella 8650",6 days,Public
North West,Ruth Segomotsi Mompati DM,Taung,Sekhing CHC,,6 days,Public
Mpumalanga,G Sibande DM,Msukaligwa LM,Clicks Pharmacy Ermelo,"Church Street, Ermelo",5 days,Clicks (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,Clicks Pharmacy Ilanga Mall,Cnr Flamboyant & Bitterbessie Streets,5 days,Clicks (Private)
Mpumalanga,Nkangala DM,Steve Tshwete LM,Midwater Centre Clicks Pharmacy,Cnr Keiskamma & Oranje Streets,5 days,Clicks (Private)
Mpumalanga,Nkangala DM,Emalahleni LM,Clicks Pharmacy Witbank,C/O Swartbos Street and President Street,5 days,Clicks (Private)
Mpumalanga,Nkangala DM,Emalahleni LM,Clicks Pharmacy Highveld Mall,President Avenue,5 days,Clicks (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,Clicks Pharmacy Barberton,General Street,5 days,Clicks (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,Clicks Pharmacy Riverside Mall,White River Road,5 days,Clicks (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,Clicks Pharmacy Emoyeni Mall,Remainder of Portion 24,5 days,Clicks (Private)
Mpumalanga,Nkangala DM,Steve Tshwete LM,Dis-Chem Middelburg Mall Pharmacy,Corner Fontein Street & Tswelopele Avenue,6 days,Dis-Chem (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,Dis-Chem Nelspruit Pharmacy,R40 Road Weir Crescent,6 days,Dis-Chem (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,Mopani Pharmacy - White River,"White River Square, Hennie van Till Street, White River",6 days,ICPA (Private)
Mpumalanga,Ehlanzeni DM,Thaba Chweu LM,Lydenburg Pharmacy,56 Kantoor Street,6 days,ICPA (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,Van Heerden Pharmacy Sonpark,"Shop 9D, Sonpark Centre, Cnr Madiba And Piet Retief Streets",6 days,ICPA (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,Mopani Pharmacy - Ilanga Mall,"Entrance 1, Ilanga Mall, cnr Bitterbessie & N4 Mbombela, Mpumalanga, 1200",6 days,ICPA (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,Mopani Pharmacy - Crossing,"Shop 72 Crossing Shopping Centre, Cnr Samora Machel & Madiba Drive, Mbombela, 1201",6 days,ICPA (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,Mopani Pharmacy - Steiltes Centre,"Shop Ug11 & Ug13 Steiltes Centre, Cnr Aurora Drive & Skylab Crescent, Mbombela, 1201",6 days,ICPA (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,Van Heerden Pharmacy Nelspruit,"Shop 16, Westend Centre, Cnr of Madiba Dr & Enoz Mabuza, Nelspruit",6 days,ICPA (Private)
Mpumalanga,Ehlanzeni DM,Thaba Chweu LM,Van Heerden Apteek Sabie,105 Main street,6 days,ICPA (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,M.G. Eksteen Pharmacy,"86 Crown Street, Barberton, 1300",6 days,ICPA (Private)
Mpumalanga,Nkangala DM,Emakhazeni LM,Life Esidimeni Siyathuthuka Care Care Centre,938 Zakheni,5 days,Life Healthcare (Private)
Mpumalanga,Ehlanzeni DM,City of Mbombela LM,Mediclinic Nelspruit Hosp,1 Louise Street Sonheuwel Ext 1,5 days,Mediclinic (Private)
Mpumalanga,G Sibande DM,Msukaligwa LM,Mediclinic Ermelo Hosp,25 Mel Mentz Street,5 days,Mediclinic (Private)
Mpumalanga,G Sibande DM,Govan Mbeki LM,Mediclinic Highveld,46 Barney Molokwane,5 days,Mediclinic (Private)
Mpumalanga,Ehlanzeni DM,Nkomazi LM,Komati Pharmacy,"10 Rissik St, Komatipoort",5 days,The Local Choice (Private)
Mpumalanga,Ehlanzeni DM,Bushbuckridge LM,Mapulaneng Hospital,Bushbuckridge,5 days,Public
